,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
162,further change,change,further,"[('further', 'JJ')]","[('change', 'NN')]",5.553,5.605,5.727,6.048,4.373,4.43,4.152,4.202,5.548,5.487,5.73,5.692
163,good change,change,good,"[('good', 'JJ')]","[('change', 'NN')]",6.16,6.746,6.338,7.138,3.961,3.89,3.787,3.638,5.924,6.013,6.012,6.151
164,last change,change,last,"[('last', 'JJ')]","[('change', 'NN')]",5.728,5.852,5.892,6.294,4.276,4.318,4.138,4.184,5.686,5.672,5.828,5.84
165,more change,change,more,"[('more', 'JJ')]","[('change', 'NN')]",5.57,5.643,5.681,5.982,4.194,4.237,4.15,4.199,5.584,5.525,5.648,5.566
166,necessary change,change,necessary,"[('necessary', 'JJ')]","[('change', 'NN')]",5.457,5.553,5.73,6.048,4.142,4.15,3.86,3.763,5.463,5.353,5.435,5.247
167,new change,change,new,"[('new', 'JJ')]","[('change', 'NN')]",5.707,5.855,6.013,6.473,4.389,4.454,4.199,4.275,5.45,5.388,5.605,5.504
168,only change,change,only,"[('only', 'JJ')]","[('change', 'NN')]",5.4,5.452,5.238,5.313,4.295,4.338,4.165,4.225,5.487,5.43,5.736,5.699
169,original change,change,original,"[('original', 'JJ')]","[('change', 'NN')]",6.08,6.405,6.444,7.166,4.102,4.116,4.072,4.09,6.022,6.132,6.305,6.579
170,other change,change,other,"[('other', 'JJ')]","[('change', 'NN')]",5.56,5.648,5.663,5.952,4.106,4.106,3.64,3.433,5.69,5.679,6.004,6.101
171,recent change,change,recent,"[('recent', 'JJ')]","[('change', 'NN')]",5.589,5.71,5.239,5.316,4.145,4.14,3.757,3.612,5.561,5.529,5.77,5.753
172,safe change,change,safe,"[('safe', 'JJ')]","[('change', 'NN')]",5.889,6.051,6.369,7.006,4.15,4.17,3.725,3.562,5.75,5.742,6.295,6.535
173,significant change,change,significant,"[('significant', 'JJ')]","[('change', 'NN')]",5.85,5.997,6.228,6.793,4.21,4.245,4.13,4.172,5.81,5.803,6.123,6.282
174,small change,change,small,"[('small', 'JJ')]","[('change', 'NN')]",5.557,5.655,5.673,5.961,4.092,4.102,3.712,3.541,5.485,5.403,5.431,5.244
175,such change,change,such,"[('such', 'JJ')]","[('change', 'NN')]",5.576,5.664,5.674,5.966,4.234,4.254,4.35,4.504,5.642,5.626,5.772,5.75
176,useful change,change,useful,"[('useful', 'JJ')]","[('change', 'NN')]",5.867,6.072,6.173,6.717,4.33,4.388,4.21,4.285,5.707,5.685,6.158,6.333
177,continuous change,change,continuous,"[('continuous', 'JJ')]","[('change', 'NN')]",5.16,5.18,5.53,5.75,4.24,4.27,3.2,2.78,5.45,5.4,5.99,6.08
178,functional change,change,functional,"[('functional', 'JJ')]","[('change', 'NN')]",5.806,5.932,5.968,6.41,4.192,4.212,3.71,3.538,5.756,5.744,5.84,5.858
179,late important change,change,late important,"[('late', 'JJ'), ('important', 'JJ')]","[('change', 'NN')]",5.36,5.4,6.6,7.36,4.96,5.08,5.43,6.12,5.38,5.31,6.23,6.45
180,minor change,change,minor,"[('minor', 'JJ')]","[('change', 'NN')]",5.548,5.674,5.726,6.04,4.248,4.264,4.134,4.174,5.502,5.438,5.75,5.716
181,special char,char,special,"[('special', 'JJ')]","[('char', 'NN')]",5.819,6.034,6.189,6.781,4.282,4.091,4.079,3.616,5.666,5.838,5.973,6.459
182,special character,character,special,"[('special', 'JJ')]","[('character', 'NN')]",6.013,6.033,6.442,6.614,4.101,4.017,3.876,3.626,6.118,5.812,6.719,6.384
183,double check,check,double,"[('double', 'JJ')]","[('check', 'NN')]",6.005,5.852,6.318,6.188,3.854,3.969,3.506,3.568,5.408,5.575,5.275,5.58
184,quick check,check,quick,"[('quick', 'JJ')]","[('check', 'NN')]",6.284,6.246,6.63,6.667,4.103,4.307,4.014,4.334,5.676,5.97,5.736,6.27
185,null check,check,null,"[('null', 'JJ')]","[('check', 'NN')]",5.492,5.164,5.396,4.818,4.6,5.042,4.554,5.146,4.922,4.98,5.004,5.176
186,sure basic check,check,sure basic,"[('sure', 'JJ'), ('basic', 'JJ')]","[('check', 'NN')]",6.24,6.19,6.76,6.87,3.79,3.85,3.3,3.26,5.98,6.2,6.02,6.7
187,good choice,choice,good,"[('good', 'JJ')]","[('choice', 'NN')]",6.411,6.536,6.952,7.296,3.94,4.026,3.644,3.713,6.042,5.92,6.373,6.276
188,right choice,choice,right,"[('right', 'JJ')]","[('choice', 'NN')]",6.07,6.005,6.66,6.81,4.102,4.268,3.94,4.148,5.94,5.798,6.487,6.452
189,inner class,class,inner,"[('inner', 'JJ')]","[('class', 'NN')]",5.552,5.519,5.914,6.007,4.199,4.153,3.72,3.362,5.459,5.5,5.779,6.044
190,new class,class,new,"[('new', 'JJ')]","[('class', 'NN')]",6.156,6.321,6.522,6.927,4.533,4.597,4.521,4.568,5.447,5.498,5.495,5.625
191,other class,class,other,"[('other', 'JJ')]","[('class', 'NN')]",5.389,5.316,5.7,5.685,4.291,4.265,3.876,3.601,5.566,5.626,5.867,6.181
192,super class,class,super,"[('super', 'JJ')]","[('class', 'NN')]",5.753,5.758,6.371,6.694,4.209,4.17,3.931,3.679,5.711,5.794,6.162,6.621
193,double click,click,double,"[('double', 'JJ')]","[('click', 'NN')]",5.931,5.976,6.338,6.653,4.117,4.303,3.423,3.73,5.669,5.693,5.78,5.909
194,middle click,click,middle,"[('middle', 'JJ')]","[('click', 'NN')]",5.678,5.66,5.932,6.048,3.84,4.016,2.994,3.086,5.52,5.504,5.588,5.622
195,right click,click,right,"[('right', 'JJ')]","[('click', 'NN')]",5.731,5.773,6.269,6.557,4.226,4.539,3.829,4.339,5.736,5.81,6.33,6.736
196,right clicking,clicking,right,"[('right', 'JJ')]","[('clicking', 'NN')]",5.89,6.04,6.204,6.804,4.58,4.514,4.41,4.118,5.788,5.918,6.278,6.916
197,real cluster,cluster,real,"[('real', 'JJ')]","[('cluster', 'NN')]",5.87,5.992,6.272,6.883,3.9,3.862,3.74,3.5,5.763,5.898,5.728,6.147
198,secure cluster,cluster,secure,"[('secure', 'JJ')]","[('cluster', 'NN')]",5.649,5.798,5.929,6.372,4.188,4.181,3.863,3.687,5.543,5.698,5.772,6.21
199,current code,code,current,"[('current', 'JJ')]","[('code', 'NN')]",5.598,5.841,5.456,5.851,3.715,3.902,3.17,3.376,5.63,5.834,5.64,6.045
200,dead code,code,dead,"[('dead', 'JJ')]","[('code', 'NN')]",3.812,3.193,3.755,3.1,3.497,3.852,3.332,3.71,4.126,3.615,4.049,3.488
201,malicious code,code,malicious,"[('malicious', 'JJ')]","[('code', 'NN')]",4.547,4.522,3.547,2.987,4.286,4.537,3.962,4.563,5.048,5.077,4.802,4.787
202,smart collection,collection,smart,"[('smart', 'JJ')]","[('collection', 'NN')]",6.383,6.612,6.582,6.925,4.185,4.075,4.057,3.863,6.37,6.187,6.617,6.475
203,new column,column,new,"[('new', 'JJ')]","[('column', 'NN')]",6.23,6.56,6.55,7.322,4.122,4.37,3.95,4.368,5.636,5.74,5.666,5.876
204,additional comment,comment,additional,"[('additional', 'JJ')]","[('comment', 'NN')]",5.968,6.045,6.43,6.821,4.035,4.129,3.688,3.755,5.611,5.543,5.781,5.695
205,detailed comment,comment,detailed,"[('detailed', 'JJ')]","[('comment', 'NN')]",6.24,6.402,6.528,6.967,3.85,3.92,3.74,3.828,6.047,6.07,6.138,6.228
206,few comment,comment,few,"[('few', 'JJ')]","[('comment', 'NN')]",5.696,5.71,5.969,6.13,4.137,4.235,3.997,4.214,5.611,5.551,5.799,5.72
207,first comment,comment,first,"[('first', 'JJ')]","[('comment', 'NN')]",5.998,6.126,6.478,6.888,4.33,4.524,4.074,4.334,5.75,5.724,6.138,6.226
208,good comment,comment,good,"[('good', 'JJ')]","[('comment', 'NN')]",6.377,6.891,6.697,7.428,3.769,3.822,3.554,3.561,5.969,6.026,6.155,6.289
209,great comment,comment,great,"[('great', 'JJ')]","[('comment', 'NN')]",6.443,6.89,6.63,7.251,3.851,4.001,3.767,3.911,6.161,6.3,6.307,6.531
210,last comment,comment,last,"[('last', 'JJ')]","[('comment', 'NN')]",5.571,5.551,5.677,5.69,4.154,4.295,4.013,4.24,5.565,5.475,5.764,5.668
211,more comment,comment,more,"[('more', 'JJ')]","[('comment', 'NN')]",5.683,5.675,5.765,5.83,4.201,4.397,4.153,4.447,5.713,5.621,5.869,5.819
212,original comment,comment,original,"[('original', 'JJ')]","[('comment', 'NN')]",5.963,6.225,6.471,6.974,4.317,4.566,4.053,4.342,5.911,6.016,6.2,6.381
213,other comment,comment,other,"[('other', 'JJ')]","[('comment', 'NN')]",5.667,5.663,5.79,5.853,3.571,3.554,3.404,3.321,5.8,5.776,6.044,6.084
214,quick comment,comment,quick,"[('quick', 'JJ')]","[('comment', 'NN')]",5.934,6.088,6.17,6.45,4.244,4.562,4.126,4.488,5.882,5.906,6.204,6.338
215,same comment,comment,same,"[('same', 'JJ')]","[('comment', 'NN')]",5.697,5.695,6.067,6.28,4.11,4.217,3.97,4.178,5.642,5.59,5.782,5.697
216,small comment,comment,small,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
217,valuable comment,comment,valuable,"[('valuable', 'JJ')]","[('comment', 'NN')]",6.3,6.525,6.517,6.947,3.78,3.867,3.62,3.655,5.952,5.948,6,6.017
218,backward compatibility,compatibility,backward,"[('backward', 'JJ')]","[('compatibility', 'NN')]",5.52,5.316,5.707,5.315,4.849,4.763,4.774,4.503,5.302,5.254,5.502,5.505
219,backwards compatibility,compatibility,backwards,"[('backwards', 'JJ')]","[('compatibility', 'NN')]",5.689,5.598,6.285,6.183,4.444,4.345,4.629,4.285,5.389,5.381,5.749,5.869
220,new component,component,new,"[('new', 'JJ')]","[('component', 'NN')]",6.431,6.692,6.77,7.347,4.464,4.549,4.436,4.519,5.804,5.825,5.886,5.953
221,other component,component,other,"[('other', 'JJ')]","[('component', 'NN')]",5.594,5.606,5.957,6.126,4.105,4.046,3.77,3.518,5.691,5.7,6.042,6.194
222,right component,component,right,"[('right', 'JJ')]","[('component', 'NN')]",6.068,6.221,6.347,6.708,4.573,4.681,4.61,4.78,6.017,6.123,6.341,6.64
223,good compromise,compromise,good,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
224,other computer,computer,other,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
225,ok connection,connection,ok,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
226,secure connection,connection,secure,"[('secure', 'JJ')]","[('connection', 'NN')]",6.036,6.081,6.46,6.702,4.25,4.182,3.919,3.647,6.198,5.961,6.822,6.628
227,successful connection,connection,successful,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
228,special consideration,consideration,special,"[('special', 'JJ')]","[('consideration', 'NN')]",6.3,6.376,6.812,7.072,3.894,4.02,3.578,3.648,6.292,6.076,6.732,6.52
229,dynamic content,content,dynamic,"[('dynamic', 'JJ')]","[('content', 'NN')]",5.796,5.564,6.266,6.046,4.376,4.696,4.218,4.744,5.604,5.52,5.796,5.734
230,malicious content,content,malicious,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
231,additional context,context,additional,"[('additional', 'JJ')]","[('context', 'NN')]",5.688,5.928,5.973,6.557,3.878,4.007,3.575,3.807,5.495,5.387,5.555,5.478
232,more context,context,more,"[('more', 'JJ')]","[('context', 'NN')]",5.646,5.85,5.658,5.99,4.08,4.338,3.908,4.276,5.544,5.522,5.664,5.694
233,new contributor,contributor,new,"[('new', 'JJ')]","[('contributor', 'NN')]",5.867,6.124,6.228,6.839,4.587,4.496,4.53,4.292,5.331,5.421,5.409,5.612
234,local copy,copy,local,"[('local', 'JJ')]","[('copy', 'NN')]",5.865,6.003,6.295,6.827,3.944,4.109,3.471,3.631,5.685,5.91,5.973,6.625
235,new copy,copy,new,"[('new', 'JJ')]","[('copy', 'NN')]",6.013,6.361,6.54,7.289,4.111,4.407,3.859,4.287,5.369,5.529,5.387,5.763
236,last couple,couple,last,"[('last', 'JJ')]","[('couple', 'NN')]",5.789,5.613,6.193,5.737,4.504,4.442,4.548,4.347,5.525,5.518,5.562,5.541
237,next couple,couple,next,"[('next', 'JJ')]","[('couple', 'NN')]",5.724,5.404,6.264,5.839,4.689,4.633,4.949,4.952,5.504,5.48,5.813,5.915
238,last couple day,couple day,last,"[('last', 'JJ')]","[('couple', 'NN'), ('day', 'NN')]",5.637,5.075,5.748,5.072,4.338,4.425,4.063,4.287,5.398,5.283,5.527,5.485
239,holy cow,cow,holy,"[('holy', 'JJ')]","[('cow', 'NN')]",5.77,6.028,5.866,6.176,3.384,3.581,3.202,3.388,5.183,5.093,5.234,5.167
240,last crash,crash,last,"[('last', 'JJ')]","[('crash', 'NN')]",4.067,4.997,4.127,5.191,4.767,4.957,4.686,4.844,4.25,5.004,4.109,4.877
241,more crash,crash,more,"[('more', 'JJ')]","[('crash', 'NN')]",4.877,5.437,4.477,5.268,4.52,4.508,4.373,4.285,4.838,5.273,4.747,5.472
242,later date,date,later,"[('later', 'JJ')]","[('date', 'NN')]",5.927,5.742,6.447,6.078,4.337,4.338,4.232,4.182,5.7,5.802,5.583,5.822
243,good datum,datum,good,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
244,more datum,datum,more,"[('more', 'JJ')]","[('datum', 'NN')]",5.54,5.638,5.433,5.65,4.451,4.361,4.468,4.198,5.443,5.517,5.318,5.478
245,new datum,datum,new,"[('new', 'JJ')]","[('datum', 'NN')]",5.968,6.268,6.382,7.068,4.55,4.432,4.52,4.276,5.416,5.534,5.434,5.65
246,private datum,datum,private,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
247,real datum,datum,real,"[('real', 'JJ')]","[('datum', 'NN')]",5.44,5.682,5.51,5.87,4.826,4.72,4.982,4.922,5.19,5.29,5.018,5.072
248,useful datum,datum,useful,"[('useful', 'JJ')]","[('datum', 'NN')]",5.81,5.992,6,6.502,4.295,4.132,4.139,3.709,5.772,5.951,5.993,6.488
249,few day,day,few,"[('few', 'JJ')]","[('day', 'NN')]",5.71,5.571,5.834,5.568,4.277,4.417,4.086,4.317,5.471,5.433,5.566,5.555
250,good day,day,good,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
251,great day,day,great,"[('great', 'JJ')]","[('day', 'NN')]",6.406,6.546,6.414,6.5,3.864,3.98,3.784,3.892,5.886,6.102,5.912,6.126
252,last few day,day,last few,"[('last', 'JJ'), ('few', 'JJ')]","[('day', 'NN')]",5.507,5.34,5.737,5.426,4.394,4.543,4.071,4.294,5.366,5.319,5.598,5.602
253,next day,day,next,"[('next', 'JJ')]","[('day', 'NN')]",5.757,5.66,6.058,5.906,4.282,4.4,4.042,4.251,5.568,5.571,5.707,5.766
254,next few day,day,next few,"[('next', 'JJ'), ('few', 'JJ')]","[('day', 'NN')]",5.614,5.498,5.846,5.586,4.351,4.466,4.037,4.243,5.453,5.432,5.541,5.513
255,nice day,day,nice,"[('nice', 'JJ')]","[('day', 'NN')]",6.328,6.335,6.433,6.474,3.628,3.61,3.548,3.503,5.899,6.037,5.97,6.151
256,other day,day,other,"[('other', 'JJ')]","[('day', 'NN')]",5.856,5.734,6.006,5.832,3.912,3.978,3.566,3.54,5.714,5.734,5.694,5.746
257,big deal,deal,big,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
258,great deal,deal,great,"[('great', 'JJ')]","[('deal', 'NN')]",6.293,6.386,6.871,7.268,4.131,4.186,3.888,3.886,6.066,6.083,6.52,6.735
259,not big deal,deal,not big,"[('not', 'RB'), ('big', 'JJ')]","[('deal', 'NN')]",5.954,5.923,6.007,5.939,4.334,4.414,4.279,4.469,5.741,5.674,5.779,5.609
260,detailed description,description,detailed,"[('detailed', 'JJ')]","[('description', 'NN')]",5.732,6.071,5.776,6.172,4.029,4.292,3.971,4.236,5.48,5.441,5.5,5.471
261,good description,description,good,"[('good', 'JJ')]","[('description', 'NN')]",6.065,6.311,6.64,7.342,4.072,4.176,3.807,3.893,5.708,5.748,6.026,6.272
262,original description,description,original,"[('original', 'JJ')]","[('description', 'NN')]",5.735,5.888,6.352,6.908,4.233,4.337,3.81,3.898,5.747,5.825,6.303,6.683
263,short description,description,short,"[('short', 'JJ')]","[('description', 'NN')]",5.985,6.205,6.138,6.583,3.74,3.725,3.327,3.172,5.517,5.488,5.473,5.435
264,current design,design,current,"[('current', 'JJ')]","[('design', 'NN')]",6.147,6.014,6.522,6.386,4.117,4.136,3.881,3.848,5.796,5.821,6.03,6.145
265,good design,design,good,"[('good', 'JJ')]","[('design', 'NN')]",6.332,6.344,6.858,6.948,4.1,4.104,3.722,3.59,5.756,5.808,6,6.128
266,new design,design,new,"[('new', 'JJ')]","[('design', 'NN')]",6.174,6.063,7.073,7.209,4.406,4.486,4.228,4.364,5.624,5.59,5.807,5.808
267,original design,design,original,"[('original', 'JJ')]","[('design', 'NN')]",6.182,6.077,6.83,6.843,4.418,4.515,4.09,4.162,5.867,5.895,6.372,6.653
268,additional detail,detail,additional,"[('additional', 'JJ')]","[('detail', 'NN')]",6.054,6.209,6.154,6.433,3.91,3.916,3.676,3.591,5.969,5.413,6.106,5.434
269,complete detail,detail,complete,"[('complete', 'JJ')]","[('detail', 'NN')]",5.71,5.721,5.983,6.295,4.032,4.074,3.595,3.379,6.203,6.035,6.731,6.331
270,great detail,detail,great,"[('great', 'JJ')]","[('detail', 'NN')]",5.848,5.895,6.437,6.821,4.051,4.105,3.739,3.703,6.007,5.786,6.635,6.386
271,more detail,detail,more,"[('more', 'JJ')]","[('detail', 'NN')]",5.768,5.817,5.876,5.982,4.339,4.486,4.221,4.427,5.851,5.525,6.138,5.638
272,not enough detail,detail,not enough,"[('not', 'RB'), ('enough', 'JJ')]","[('detail', 'NN')]",5.69,5.69,6.22,6.5,4.29,4.34,4.06,4.19,5.83,5.67,6.2,5.73
273,technical detail,detail,technical,"[('technical', 'JJ')]","[('detail', 'NN')]",5.556,5.472,5.68,5.684,4.376,4.558,4.276,4.51,5.996,5.71,6.476,6.144
274,mobile device,device,mobile,"[('mobile', 'JJ')]","[('device', 'NN')]",5.968,6,6.33,6.596,4.012,4.116,3.524,3.574,5.866,5.85,6.19,6.314
275,other device,device,other,"[('other', 'JJ')]","[('device', 'NN')]",5.664,5.637,5.852,5.88,4.011,4.118,3.414,3.414,5.689,5.641,5.891,5.862
276,modal dialog,dialog,modal,"[('modal', 'JJ')]","[('dialog', 'NN')]",5.067,5.045,4.965,4.947,4.459,4.4,4.504,4.255,5.22,5.225,5.169,5.253
277,open dialog,dialog,open,"[('open', 'JJ')]","[('dialog', 'NN')]",5.522,5.642,5.712,6.064,4.474,4.336,4.378,4.066,5.518,5.658,5.648,5.972
278,save dialog,dialog,save,"[('save', 'JJ')]","[('dialog', 'NN')]",5.858,6.039,6.097,6.644,4.325,4.194,4.291,3.938,5.683,5.82,5.811,6.214
279,good direction,direction,good,"[('good', 'JJ')]","[('direction', 'NN')]",6.28,6.628,6.506,7.036,3.824,4.014,3.628,3.778,5.936,5.852,6.144,6.126
280,right direction,direction,right,"[('right', 'JJ')]","[('direction', 'NN')]",6.043,6.219,6.364,6.821,4.111,4.319,3.948,4.257,6.202,6.239,6.599,6.808
281,local directory,directory,local,"[('local', 'JJ')]","[('directory', 'NN')]",5.828,5.958,6.252,6.77,3.898,4.016,3.444,3.502,5.886,5.846,6.582,6.808
282,new directory,directory,new,"[('new', 'JJ')]","[('directory', 'NN')]",5.96,6.102,6.622,7.326,4.467,4.68,4.167,4.581,5.559,5.46,5.83,5.681
283,profile directory,directory,profile,"[('profile', 'JJ')]","[('directory', 'NN')]",5.647,5.72,6.078,6.51,3.948,4.029,3.097,2.982,5.534,5.438,5.819,5.664
284,same directory,directory,same,"[('same', 'JJ')]","[('directory', 'NN')]",5.608,5.676,5.806,6.106,4.198,4.31,3.854,4.116,5.678,5.622,5.96,5.88
285,detailed discussion,discussion,detailed,"[('detailed', 'JJ')]","[('discussion', 'NN')]",5.86,5.83,6.57,6.77,4.37,4.32,4.24,3.86,5.55,5.52,5.95,5.95
286,further discussion,discussion,further,"[('further', 'JJ')]","[('discussion', 'NN')]",5.58,5.468,5.632,5.354,4.5,4.354,4.47,4.204,5.436,5.314,5.452,5.204
287,good discussion,discussion,good,"[('good', 'JJ')]","[('discussion', 'NN')]",6.608,6.81,6.905,7.272,4.183,3.873,4.058,3.587,6.027,6.07,6.17,6.277
288,first draft,draft,first,"[('first', 'JJ')]","[('draft', 'NN')]",5.996,6.213,6.352,6.879,4.319,4.385,4.293,4.392,5.638,5.744,5.846,6.129
289,local drive,drive,local,"[('local', 'JJ')]","[('drive', 'NN')]",5.93,5.84,6.686,6.776,4.319,4.334,3.901,3.756,5.779,5.81,6.217,6.49
290,same effect,effect,same,"[('same', 'JJ')]","[('effect', 'NN')]",5.522,5.531,5.715,5.823,4.302,4.335,4.167,4.21,5.511,5.456,5.781,5.729
291,side effect,effect,side,"[('side', 'JJ')]","[('effect', 'NN')]",5.373,5.351,5.537,5.554,4.083,4.074,3.688,3.492,5.522,5.463,5.981,6.028
292,good effort,effort,good,"[('good', 'JJ')]","[('effort', 'NN')]",6.295,6.293,7.05,7.339,3.938,3.889,3.748,3.559,6.089,5.99,6.596,6.575
293,first element,element,first,"[('first', 'JJ')]","[('element', 'NN')]",5.631,5.679,5.944,6.124,4.305,4.406,4.09,4.188,5.419,5.537,5.692,6.039
294,new element,element,new,"[('new', 'JJ')]","[('element', 'NN')]",6.006,6.114,6.62,7.14,4.292,4.386,4.12,4.226,5.484,5.584,5.516,5.774
295,other element,element,other,"[('other', 'JJ')]","[('element', 'NN')]",5.488,5.47,5.807,5.922,4.11,4.142,3.68,3.573,5.47,5.583,5.753,6.128
296,second element,element,second,"[('second', 'JJ')]","[('element', 'NN')]",5.7,5.732,6.05,6.28,4.282,4.374,3.828,3.784,5.402,5.486,5.624,5.936
297,new email,email,new,"[('new', 'JJ')]","[('email', 'NN')]",6.015,6.029,6.689,7.032,4.321,4.293,4.291,4.183,5.653,5.596,5.85,5.719
298,welcome email,email,welcome,"[('welcome', 'JJ')]","[('email', 'NN')]",5.973,6.07,6.673,7.062,4.053,3.938,3.863,3.517,5.818,5.795,6.273,6.362
299,great enhancement,enhancement,great,"[('great', 'JJ')]","[('enhancement', 'NN')]",6.29,6.405,6.885,7.23,4.408,4.358,4.213,4.113,5.962,5.958,6.357,6.443
300,useful enhancement,enhancement,useful,"[('useful', 'JJ')]","[('enhancement', 'NN')]",6.42,6.5,6.598,6.779,3.95,3.779,3.87,3.589,6.152,6.136,6.316,6.384
301,fatal error,error,fatal,"[('fatal', 'JJ')]","[('error', 'NN')]",4.402,4.566,3.496,3.543,4.857,5.016,5.188,5.589,4.68,4.756,4.558,4.739
302,new error,error,new,"[('new', 'JJ')]","[('error', 'NN')]",5.585,6.383,5.621,6.749,4.439,4.463,4.435,4.433,5.122,5.445,5.072,5.52
303,other error,error,other,"[('other', 'JJ')]","[('error', 'NN')]",4.97,5.319,4.873,5.627,4.316,4.304,4.144,4.001,5.157,5.357,5.2,5.711
304,checkstyle error,error,checkstyle,"[('checkstyle', 'JJ')]","[('error', 'NN')]",4.571,4.88,4.15,4.55,4.611,4.651,4.37,4.33,4.89,5.07,5.18,5.67
305,few compile error,error,few compile,"[('few', 'JJ'), ('compile', 'JJ')]","[('error', 'NN')]",5.08,5.37,5.3,6.27,4.65,4.69,4.22,4.12,5.26,5.45,5.46,6.1
306,new checkstyle error,error,new checkstyle,"[('new', 'JJ'), ('checkstyle', 'JJ')]","[('error', 'NN')]",5.05,5.39,4.97,5.77,4.87,4.96,4.41,4.4,5.05,5.22,5.25,5.79
307,key event,event,key,"[('key', 'JJ')]","[('event', 'NN')]",5.762,5.688,6.146,6.117,4.477,4.363,4.269,3.852,5.643,5.788,5.947,6.419
308,new event,event,new,"[('new', 'JJ')]","[('event', 'NN')]",6.144,6.138,7.131,7.592,4.617,4.562,4.558,4.285,5.56,5.627,5.666,5.999
309,other event,event,other,"[('other', 'JJ')]","[('event', 'NN')]",5.654,5.558,5.642,5.36,4.272,4.136,3.96,3.396,5.52,5.596,5.56,5.84
310,sure everything,everything,sure,"[('sure', 'JJ')]","[('everything', 'NN')]",5.734,5.865,6.12,6.678,4.226,4.093,4.043,3.565,5.69,5.808,6.062,6.595
311,good experience,experience,good,"[('good', 'JJ')]","[('experience', 'NN')]",6.329,6.277,7.293,7.497,4.114,4.17,3.699,3.694,5.973,5.83,6.623,6.461
312,detailed explanation,explanation,detailed,"[('detailed', 'JJ')]","[('explanation', 'NN')]",6.301,6.249,6.447,6.448,4.058,4.098,4.031,4.053,5.898,5.732,5.967,5.811
